1 - Average number of hours spent on unpaid domestic and care work  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureDataID,OriginDataID,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,2007,Female,4.65,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,2007,Male,2.7,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,2010,Female,4.23,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,2010,Male,2.42,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,2004,Female,4.67,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,2004,Male,2.53,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,1997,Female,4.85,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,1997,Male,2.33,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,2013,Female,4.23,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,756,Switzerland,2013,Male,2.58,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Female,4.02,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Female,4.68,-,-,1,1,20-74,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Male,1.33,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2009,Male,1.45,-,-,1,1,20-74,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2004,Female,5.7,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,807,The former Yugoslav Republic of Macedonia,2004,Male,1.95,-,-,1,1,20-74,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2000,Female,4.05,-,-,1,1,16+,2000-2001,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2000,Male,2.32,-,-,1,1,16+,2000-2001,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Female,3.53,-,-,1,1,16+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Female,3.53,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Male,1.93,-,-,1,1,16+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,826,United Kingdom of Great Britain and Northern Ireland,2005,Male,1.93,-,-,1,1,20-74,0,Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2003,Female,3.97,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2003,Male,2.37,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2008,Female,3.75,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2008,Male,2.27,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2005,Female,3.97,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2005,Male,2.32,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2007,Female,3.85,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2007,Male,2.38,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2009,Female,3.82,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2009,Male,2.35,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2010,Female,3.68,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2010,Male,2.38,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2004,Female,4,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2004,Male,2.35,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2006,Female,3.9,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2006,Male,2.3,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2011,Female,3.65,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2011,Male,2.32,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2012,Female,3.67,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2012,Male,2.25,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2013,Female,3.75,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2013,Male,2.33,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2014,Female,3.73,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2014,Male,2.33,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2015,Female,3.82,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Developed regions,840,United States of America,2015,Male,2.35,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Northern Africa,12,Algeria,2012,Female,5.3,-,-,1,1,12+,2012,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Northern Africa,12,Algeria,2012,Male,0.9,-,-,1,1,12+,2012,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Northern Africa,504,Morocco,2011,Female,5,-,-,1,1,15+,2011-2012,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Northern Africa,504,Morocco,2011,Male,0.72,-,-,1,1,15+,2011-2012,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Northern Africa,504,Morocco,1997,Female,5.28,-,-,1,1,15+,1997-1998,Time on unpaid work does not include time spent on community or volunteer work; Data only collected for women,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Northern Africa,788,Tunisia,2005,Female,5.27,-,-,1,1,15+,2005-2006,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Northern Africa,788,Tunisia,2005,Male,0.65,-,-,1,1,15+,2005-2006,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,204,Benin,1998,Female,3.25,-,-,1,1,6-65,0,Time on unpaid work does not include time spent on community or volunteer work,0,urban,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,204,Benin,1998,Female,3.25,-,-,1,1,6-65,0,Time on unpaid work does not include time spent on community or volunteer work,0,rural,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,204,Benin,1998,Male,1,-,-,1,1,6-65,0,Time on unpaid work does not include time spent on community or volunteer work,0,urban,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,204,Benin,1998,Male,1.08,-,-,1,1,6-65,0,Time on unpaid work does not include time spent on community or volunteer work,0,rural,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,231,Ethiopia,2013,Female,5.3,-,-,1,1,18+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,231,Ethiopia,2013,Female,4.63,-,-,1,1,10+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,231,Ethiopia,2013,Male,1.58,-,-,1,1,10+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,231,Ethiopia,2013,Male,2.08,-,-,1,1,18+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,288,Ghana,2009,Female,3.47,-,-,1,1,10+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,288,Ghana,2009,Female,3.72,-,-,1,1,18+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,288,Ghana,2009,Male,0.85,-,-,1,1,10+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,288,Ghana,2009,Male,1.1,-,-,1,1,18+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,426,Lesotho,2002,Female,3.73,-,-,1,1,15+,2002-2003,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,426,Lesotho,2002,Male,1.48,-,-,1,1,15+,2002-2003,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,450,Madagascar,2001,Female,3.5,-,-,1,1,6-65,0,Time on unpaid work does not include time spent on community or volunteer work,0,rural,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,450,Madagascar,2001,Female,3.75,-,-,1,1,6-65,0,Time on unpaid work does not include time spent on community or volunteer work,0,urban,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,450,Madagascar,2001,Male,0.67,-,-,1,1,6-65,0,Time on unpaid work does not include time spent on community or volunteer work,0,rural,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,450,Madagascar,2001,Male,0.92,-,-,1,1,6-65,0,Time on unpaid work does not include time spent on community or volunteer work,0,urban,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,454,Malawi,2004,Female,2.08,-,-,1,1,15+,2004-2005,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,454,Malawi,2004,Male,0.3,-,-,1,1,15+,2004-2005,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,466,Mali,2008,Female,4.9,-,-,1,1,15-49,0,Time on unpaid work does not include time spent on community or volunteer work,0,urban,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,466,Mali,2008,Female,5.3,-,-,1,1,15-49,0,Time on unpaid work does not include time spent on community or volunteer work,0,rural,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,466,Mali,2008,Male,0.6,-,-,1,1,15-49,0,Time on unpaid work does not include time spent on community or volunteer work,0,urban,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,466,Mali,2008,Male,0.4,-,-,1,1,15-49,0,Time on unpaid work does not include time spent on community or volunteer work,0,rural,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,480,Mauritius,2003,Female,4.55,-,-,1,1,10+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,480,Mauritius,2003,Male,1.15,-,-,1,1,10+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,638,Réunion,2010,Female,3.87,-,-,1,1,15+,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,638,Réunion,2010,Male,2.4,-,-,1,1,15+,0,Time on unpaid work does not include time spent on community or volunteer work; Paid work does not include commuting to/from work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,710,South Africa,2000,Female,3.6,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,710,South Africa,2000,Male,1.38,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,710,South Africa,2010,Female,3.82,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,710,South Africa,2010,Female,4.28,-,-,1,1,15-64,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,710,South Africa,2010,Male,1.62,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,710,South Africa,2010,Male,1.53,-,-,1,1,15-64,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2006,Female,4.1,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2006,Female,3.53,-,-,1,1,5+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2006,Male,1.2,-,-,1,1,5+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2006,Male,1.1,-,-,1,1,15+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2014,Female,3.97,-,-,1,1,5+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Sub-Saharan Africa,834,United Republic of Tanzania,2014,Male,1.07,-,-,1,1,5+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,32,Argentina,2005,Female,4.02,-,-,1,1,15-74,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,32,Argentina,2005,Male,1.47,-,-,1,1,15-74,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,32,Argentina,2013,Female,5.68,-,-,1,1,18+,0,Data on paid work not collected,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,32,Argentina,2013,Male,1.97,-,-,1,1,18+,0,Data on paid work not collected,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2001,Female,5,-,-,1,1,20-59,0,Time on unpaid work does not include time spent on community or volunteer work,0,urban,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2001,Male,1.3,-,-,1,1,20-59,0,Time on unpaid work does not include time spent on community or volunteer work,0,urban,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,76,Brazil,2009,Female,4.23,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,76,Brazil,2009,Male,1.43,-,-,1,1,10+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,76,Brazil,2012,Female,3.2,-,-,1,1,15+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,76,Brazil,2012,Male,0.75,-,-,1,1,15+,0,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,152,Chile,2007,Female,3.9,-,-,1,1,15+,2007-2008,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,152,Chile,2007,Male,1.25,-,-,1,1,15+,2007-2008,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,170,Colombia,2012,Female,4.35,-,-,1,1,15+,2012,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,170,Colombia,2012,Male,1.27,-,-,1,1,15+,2012,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,188,Costa Rica,2004,Female,5.37,-,-,1,1,12+,2004,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,188,Costa Rica,2004,Male,1.57,-,-,1,1,12+,2004,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,188,Costa Rica,2011,Female,4.52,-,-,1,1,15+,2011,Time on unpaid work does not include time spent on community or volunteer work,0,Metropolitan area,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,188,Costa Rica,2011,Male,0.85,-,-,1,1,15+,2011,Time on unpaid work does not include time spent on community or volunteer work,0,Metropolitan area,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,192,Cuba,2001,Female,3.88,-,-,1,1,Pina del Rio,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,192,Cuba,2001,Female,4.65,-,-,1,1,Bayamo,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,192,Cuba,2001,Female,3.92,-,-,1,1,Habana Vieja,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,192,Cuba,2001,Female,4.57,-,-,1,1,San Juan y Martinez,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,192,Cuba,2001,Female,5.25,-,-,1,1,Guisa,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,192,Cuba,2001,Male,1.8,-,-,1,1,Guisa,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,192,Cuba,2001,Male,1.28,-,-,1,1,Habana Vieja,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,192,Cuba,2001,Male,1.83,-,-,1,1,San Juan y Martinez,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,192,Cuba,2001,Male,1.75,-,-,1,1,Pina del Rio,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,192,Cuba,2001,Male,1.47,-,-,1,1,Bayamo,15+,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,218,Ecuador,2012,Female,5.32,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,218,Ecuador,2012,Male,1.28,-,-,1,1,12+,-,-,-,-,-,-
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,222,El Salvador,2010,Female,6.34,-,-,1,1,10+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,222,El Salvador,2010,Male,2.72,-,-,1,1,10+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,320,Guatemala,2006,Female,6.18,-,-,1,1,15-59,2006,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,320,Guatemala,2006,Male,0.78,-,-,1,1,15-59,2006,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,320,Guatemala,2011,Female,6.58,-,-,1,1,15+,2011,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,320,Guatemala,2011,Male,1.13,-,-,1,1,15+,2011,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,340,Honduras,2009,Female,3.25,-,-,1,1,15+,2009,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,340,Honduras,2009,Male,1.05,-,-,1,1,15+,2009,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,484,Mexico,2009,Female,6.22,-,-,1,1,15-64,2009,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,484,Mexico,2009,Female,6.63,-,-,1,1,15+,2009,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,484,Mexico,2009,Male,1.88,-,-,1,1,15-64,2009,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,484,Mexico,2009,Male,2.02,-,-,1,1,15+,2009,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,484,Mexico,2002,Female,6.82,-,-,1,1,12+,2002,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,484,Mexico,2002,Male,1.57,-,-,1,1,12+,2002,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,484,Mexico,2014,Female,6.72,-,-,1,1,12+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,484,Mexico,2014,Male,2.42,-,-,1,1,12+,0,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,558,Nicaragua,1998,Female,4.52,-,-,1,1,6+,1998,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,558,Nicaragua,1998,Male,1.48,-,-,1,1,6+,1998,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,591,Panama,2011,Female,3.32,-,-,1,1,15+,2011,Time on unpaid work does not include time spent on community or volunteer work,0,urban,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,591,Panama,2011,Male,1.5,-,-,1,1,15+,2011,Time on unpaid work does not include time spent on community or volunteer work,0,urban,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,604,Peru,2010,Female,5.6,-,-,1,1,15+,2010,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,604,Peru,2010,Male,2.12,-,-,1,1,15+,2010,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,858,Uruguay,2007,Female,6.05,-,-,1,1,15+,2007,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,858,Uruguay,2007,Female,4.72,-,-,1,1,14+,2007,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,858,Uruguay,2007,Male,2.33,-,-,1,1,15+,2007,Time on unpaid work does not include time spent on community or volunteer work,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,858,Uruguay,2007,Male,1.83,-,-,1,1,14+,2007,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,858,Uruguay,2013,Female,4.83,-,-,1,1,14+,2013,0,0,0,0,0
Average number of hours spent on unpaid domestic and care work  by sex,Latin America and the Caribbean,858,Uruguay,2013,Male,2.05,-,-,1,1,14+,2013,0,0,0,0,0
